Year Type	Year	Organization Group Code	Organization_Group	Department Code	Department	Union Code	Union	Job Family Code	Job_Family	Job Code	Job	Employee Identifier	Salaries	Overtime	Other Salaries	Total Salary	Retirement	Health and Dental	Other Benefits	Total Benefits	Total
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		39	"Stationary Engineers, Local 39"	5100	Administrative-DPW/PUC	5148	Water Operations Analyst	9550163	55331.1	0	0	55331.1	10302.63	8666.98	4281.56	26183.19	81514.29
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2940	Protective Services Worker	8535557	84517	4394.43	1590.91	90502.34	16248.68	8785.14	7323.38	46763.44	137265.78
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2907	Eligibility Worker Supervisor	8535354	65875.04	0	480	66355.04	12684.85	8785.16	5128.27	41004.54	107359.58
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2400	"Lab, Pharmacy & Med Techs"	2430	Medical Evaluations Assistant	8559795	56612.11	7908.13	1838.31	66358.55	11126.03	8785.14	5433.81	39636.5	105995.05
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8514320	5062.51	0	110.16	5172.67	0	0	401.5	401.5	5574.17
Calendar	2019	5	Culture & Recreation	REC		261	"Laborers, Local 261"	3400	Agriculture & Horticulture	3410	Apprentice Gardener	8524290	37790.7	328.69	221	38340.39	8547.53	8785.1	2812.35	34551.28	72891.67
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1406	Senior Clerk	8566351	38832	0	0	38832	7420.8	8799.9	3196.2	29184.52	68016.52
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	2500	Med Therapy & Auxiliary	2591	Health Program Coordinator 2	8499342	77514.11	0	0	77514.11	14975.25	8785.1	6292.26	44458.87	121972.98
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8208	Park Ranger	8601598	24879.2	0	11150.27	36029.47	4783.07	3232.58	3042.22	18534.77	54564.24
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8604906	10831.53	0	32.96	10864.49	0	0	853.07	853.07	11717.56
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q052	Sergeant 3	8507141	114355.87	33869.26	4793.33	153018.46	21168.07	8785.1	2590.19	46662.7	199681.16
Calendar	2019	1	Public Protection	DAT		351	"Municipal Exec Assoc, Misc"	900	Management	954	Dep Dir IV	8571296	182021.36	0	0	182021.36	33989.63	0	21531.99	55521.62	237542.98
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2303	Patient Care Assistant	8525130	60623.2	5786.54	480	66889.74	11681.47	8785.12	5341.94	40214.87	107104.61
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2736	Porter	8554694	32592	6845.2	0	39437.2	7326.62	8785.14	3031.3	26591.92	66029.12
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2905	HSA Sr Eligibility Worker	8583380	25025	0	100	25125	5648.1	8785.12	2043.86	20447.16	45572.16
Calendar	2019	2	"Public Works, Transportation & Commerce"	DBI		790	"SEIU, Local 1021, Misc"	6300	Construction Inspection	6321	Permit Technician I	9160158	26658.19	0	0	26658.19	5992.81	8799.86	2135.28	23715.59	50373.78
Calendar	2019	1	Public Protection	FIR		352	"Municipal Exec Assoc, Fire"	900	Management	H051	Assistant Deputy Chief 2	8541039	182229	0	19989.83	202218.83	36466.41	8785.16	10139.14	68637.39	270856.22
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	6100	Health & Sanitation Inspection	6138	Industrial Hygienist	8589070	88719.24	0	0	88719.24	16634.09	7854.8	7114.87	43999.16	132718.4
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		38	"Plumbers, Local 38"	7300	Journeyman Trade	7347	Plumber	8524867	86432.3	0	23950.62	110382.92	16758.57	8784.88	8106.04	46809.45	157192.37
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3208	Pool Lifeguard	8602285	152.35	0	0	152.35	34.24	0	11.81	46.05	198.4
Calendar	2019	6	General Administration & Finance	ADM		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8579259	42096.1	17426.54	116.71	59639.35	9841.38	8785.12	4877.81	37910.61	97549.96
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	9700	Community Development	9705	Emp & Training Spec 4	8535521	79023.01	0	0	79023.01	15106.49	8785.14	6398.61	44710.86	123733.87
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8602373	45267.5	2215.53	3034.92	50517.95	10862.21	8785.14	4057.25	38110.84	88628.79
Calendar	2019	5	Culture & Recreation	REC		6	"Electrical Workers, Local 6"	7300	Journeyman Trade	7345	Electrician	8605008	84037.01	18784.35	2503.66	105325.02	16426.06	8785.14	8496	48113.52	153438.54
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2390	Sterile Processing & Dist Tech	8517597	63328	0	730	64058	12197.97	8666.96	5248.24	40537.23	104595.23
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q052	Sergeant 3	8577317	115911.8	18895.44	7397.1	142204.34	21660.59	8785.08	2423.87	47130.9	189335.24
Calendar	2019	1	Public Protection	ADP		651	Probation Off Assoc (DPOA)	8400	Probation & Parole	8530	Deputy Probation Officer SFERS	8568943	71308.89	1425.35	0	72734.24	13633.26	3780.32	1234.44	33435.22	106169.46
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9213	Airfield Safety Officer	8508126	13101	3389.5	609.8	17100.3	2620.14	3765.04	1369.52	7468.38	24568.68
Calendar	2019	1	Public Protection	FIR		799	"Firefighters,Local 798, Unit 2"	H000	Fire Services	H040	"Battalion Chief, Fire Suppress"	8557140	141013.34	48096.75	25446.49	214556.58	31442.09	10439.08	3686.29	63025.62	277582.2
Calendar	2019	2	"Public Works, Transportation & Commerce"	DBI		790	"SEIU, Local 1021, Misc"	6300	Construction Inspection	6321	Permit Technician I	9160159	16920.11	635.91	0	17556.02	3803.67	8770.36	1388.71	15082.6	32638.62
Calendar	2019	5	Culture & Recreation	REC		261	"Laborers, Local 261"	3400	Agriculture & Horticulture	3417	Gardener	8601743	33712.6	0	0	33712.6	6551.64	8785.14	2694.5	22929.08	56641.68
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8584805	92857.46	1347.31	11404.14	105608.91	18249.25	10439.12	1804.91	48066.2	153675.11
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8565109	47720.16	3498.47	5573.55	56792.18	9863.76	10793.5	959.77	33400.87	90193.05
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8201	School Crossing Guard	8533062	6300.25	0	0	6300.25	0	0	495.23	495.23	6795.48
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2916	Social Work Specialist	8555992	73522.38	0	0	73522.38	14055.16	8799.9	5730.95	42877.09	116399.47
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1222	Sr Payroll & Personnel Clerk	8670072	47861	0	0	47861	2874.33	8297.82	3537.98	23344.05	71205.05
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		21	"Prof & Tech Eng, Local 21"	6200	Public Safety Inspection	6230	Street Inspector	8510349	67417.9	0	1707.74	69125.64	13214.76	8785.12	5567.63	41442.95	110568.59
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8201	School Crossing Guard	8583515	3656	0	0	3656	0	0	289.5	289.5	3945.5
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1800	"Budget, Admn & Stats Analysis"	1823	Senior Administrative Analyst	8560343	73613.6	0	0	73613.6	14320.29	8785.12	6080.91	40113.9	113727.5
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2736	Porter	8518232	48544.7	5537.86	477.6	54560.16	9371.45	8785.12	4477.13	36939.58	91499.74
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8498973	60742.57	23009.7	5407.51	89159.78	12553.7	8932.82	6782.46	43790.1	132949.88
Calendar	2019	2	"Public Works, Transportation & Commerce"	DBI		6	"Electrical Workers, Local 6"	6200	Public Safety Inspection	6248	Electrical Inspector	8571785	96516.92	20430.86	0	116947.78	18120.25	8785.12	8571.34	49897.35	166845.13
Calendar	2019	6	General Administration & Finance	REG		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1403	Elections Clerk	8553388	19720.15	0	0	19720.15	4649.38	8696.5	1688.58	16119.26	35839.41
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2918	HSA Social Worker	9640146	24417	0	540	24957	4769.28	8785.12	2011.83	17347.15	42304.15
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1480	Utility Services Rep Sup	8496741	66243	0	528.01	66771.01	12764.64	8785.12	5371.54	41327.56	108098.57
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2900	Human Services	2930	Behavioral Health Clinician	8564907	58945.61	0	900	59845.61	11441.01	7367.44	4849.74	36971.43	96817.04
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2400	"Lab, Pharmacy & Med Techs"	2430	Medical Evaluations Assistant	8554652	34454	541.73	0	34995.73	6584.2	8799.88	2847.15	25679.75	60675.48
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2500	Med Therapy & Auxiliary	2585	Health Worker 1	8552457	33235.02	0	336.95	33571.97	6418.8	2730.46	2994.21	25767.31	59339.28
Calendar	2019	6	General Administration & Finance	CON		21	"Prof & Tech Eng, Local 21"	1600	"Payroll, Billing & Accounting"	1654	Accountant III	8547582	84716.04	0	0	84716.04	16195.07	7928.66	6743.4	45297.79	130013.83
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		200	"TWU, Local 200"	9100	Street Transit	9160	Transportation Operations Spec	8528935	104442.4	14309.33	4649.89	123401.62	20319.8	8785.12	8586.21	52212.19	175613.81
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	2400	"Lab, Pharmacy & Med Techs"	2484	Biologist III	8553023	109466.74	0	0	109466.74	20392.82	8814.66	8504.17	52088.37	161555.11
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8604764	45368.8	8727.29	1877.28	55973.37	9685.79	8785.1	4635.17	37512.38	93485.75
Calendar	2019	1	Public Protection	ADP		790	"SEIU, Local 1021, Misc"	8400	Probation & Parole	8529	Probation Assistant	8574794	48288.4	0	0	48288.4	10858.5	8785.1	3711.76	37761.66	86050.06
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5203	Assistant Engineer	8535779	68974.97	0	0	68974.97	13184.41	8785.08	5487.69	39384.9	108359.87
Calendar	2019	6	General Administration & Finance	ADM		21	"Prof & Tech Eng, Local 21"	2900	Human Services	2992	Contract Compliance Officer 1	8549225	84086.98	0	0	84086.98	16074.83	8401.14	6490.83	45384.06	129471.04
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1031	IS Trainer-Assistant	8510059	8484	0	0	8484	1621.29	4000.44	633.36	5705.95	14189.95
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2600	Dietary & Food	2604	Food Service Worker	8559268	21850.95	719.93	1276.67	23847.55	5500.66	5240.9	2031.56	19762.5	43610.05
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8548016	82717.67	13005.82	9588.74	105312.23	18913.03	10439.08	1969.4	49009.25	154321.48
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		130	"Auto Machinist, Local 1414"	7300	Journeyman Trade	7313	Automotive Machinist	8594331	48357.02	17455.55	8872.28	74684.85	11525.44	8799.86	5972.76	33152.32	107837.17
Calendar	2019	5	Culture & Recreation	REC		21	"Prof & Tech Eng, Local 21"	5500	Construction Project Mgmt	5502	Project Manager 1	8602250	106969.98	0	0	106969.98	19925.54	8829.4	8230.81	51100.85	158070.83
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		216	"Teamsters, Local 853"	7300	Journeyman Trade	7355	Truck Driver	8589442	38246.11	0	588.5	38834.61	9753.8	8445.5	4243.92	30589.48	69424.09
Calendar	2019	1	Public Protection	DAT		311	Municipal Attorneys Assoc	8100	Legal & Court	8177	Attorney (Civil/Criminal)	8596220	159088.14	0	4306.76	163394.9	30435.97	8785.12	7770.82	61398.19	224793.09
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8598088	0	0	610.63	610.63	0	147.24	1173.86	7058.04	7668.67
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8504939	58707.11	10391.34	5567.71	74666.16	12195.47	9036.18	5833.63	41665.24	116331.4
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2310	Surgical Procedures Technician	8519427	56483.81	21240.48	4717.1	82441.39	11698.77	7987.68	6752.51	38256.78	120698.17
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	1600	"Payroll, Billing & Accounting"	1654	Accountant III	8549335	68461.07	0	0	68461.07	13082.86	8726.06	5449.03	38201.47	106662.54
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8304	Deputy Sheriff	8526946	57499.33	8839.15	11192.83	77531.31	22322.02	1578.6	1312.51	39508.91	117040.22
Calendar	2019	6	General Administration & Finance	ASR		21	"Prof & Tech Eng, Local 21"	4200	Appraisal & Taxation	4265	Senior Real Property Appraiser	8528857	86753	0	2000	88753	16966.77	8785.12	6932.76	47105.29	135858.29
Calendar	2019	1	Public Protection	SHF		790	"SEIU, Local 1021, Misc"	8100	Legal & Court	8108	Senior Legal Process Clerk	8555582	45904.58	14476.73	396	60777.31	8583.23	4392.56	4604.82	32320.97	93098.28
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8592488	18868.7	0	886.12	19754.82	0	0	1522.76	1522.76	21277.58
Calendar	2019	2	"Public Works, Transportation & Commerce"	ECN		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1450	Executive Secretary 1	9120148	38447.41	0	0	38447.41	7347.26	8799.9	3102.66	26646.14	65093.55
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2916	Social Work Specialist	8577950	66033.83	0	760	66793.83	12767.58	8785.12	5425.94	41384.94	108178.77
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	2400	"Lab, Pharmacy & Med Techs"	2481	Water Quality Technician	8542941	62715.09	0	0	62715.09	11988.8	7884.3	5142.31	37539.15	100254.24
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	1800	"Budget, Admn & Stats Analysis"	1825	Prnpl Admin Analyst II	8497056	88774.82	0	0	88774.82	16529.89	8799.86	6525.37	42020.72	130795.54
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q003	Police Officer 2	8560984	34947.05	20589	1856.55	57392.6	6678.36	8785.1	945.4	17916.94	75309.54
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8589724	45916.74	9571.41	487.4	55975.55	8869.04	5713.44	4271.8	33835.88	89811.43
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8544342	56513.85	27548.29	5295.79	89357.93	11663.04	7485.6	6745.74	41182.96	130540.89
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8527362	28221.88	3582.15	1195.7	32999.73	6517.99	8918.04	2261.13	26812.86	59812.59
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	9100	Street Transit	9102	Transit Car Cleaner	8524929	48648.6	24279.05	5589.42	78517.07	10471.25	8548.86	6137.44	39570.53	118087.6
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1800	"Budget, Admn & Stats Analysis"	1824	Pr Administrative Analyst	8511830	68741.51	0	0	68741.51	12807.12	4650.24	5594.01	34146.45	102887.96
Calendar	2019	1	Public Protection	DPA		790	"SEIU, Local 1021, Misc"	8100	Legal & Court	8124	"Investigator, Police Accountab"	8588316	80708.03	0	1120.28	81828.31	15643	8799.94	6509.94	45358.74	127187.05
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	2500	Med Therapy & Auxiliary	2593	Health Program Coordinator 3	8599761	86428.62	0	1120	87548.62	16736.55	0	6814.87	23551.42	111100.04
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8552262	63968.88	15140.9	9833.53	88943.31	14050.58	10439.08	1521.2	43698.58	132641.89
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3618	Library Technical Assistant 2	8555691	68151.12	0	1536.13	69687.25	13322.49	8785.14	5783.36	42311.63	111998.88
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2918	HSA Social Worker	8555443	68520.03	0	480	69000.03	13190.59	8799.88	5650.47	42032.48	111032.51
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5600	Energy & Environment	5601	Utility Analyst	8514299	56814.18	0	0	56814.18	10931.48	3765.04	4580.16	33791.64	90605.82
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3632	Librarian 2	8556230	80342.29	0	1603.61	81945.9	15666.05	8770.34	6365.75	45079.72	127025.62
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		236	"Carpenters, Local 22"	7300	Journeyman Trade	7344	Carpenter	8519946	59576.07	14211.39	1338.71	75126.17	11717.18	8785.12	5927.34	36284.42	111410.59
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		6	"Electrical Workers, Local 6"	7300	Journeyman Trade	7371	Electrical Transit System Mech	8560681	73302.3	43647.87	6330.78	123280.95	15338.51	8785.14	8214.81	46759.08	170040.03
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8595910	8549.35	0	0	8549.35	0	0	676.16	676.16	9225.51
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8543027	10867.05	0	0	10867.05	0	0	844.62	844.62	11711.67
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8586938	33462.99	5052.93	1178.32	39694.24	0	0	2070.34	2070.34	41764.58
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5600	Energy & Environment	5602	Utility Specialist	8502210	69428.25	0	0	69428.25	12927.52	8785.16	4611.32	30366.44	99794.69
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8304	Deputy Sheriff	8562520	84427.4	39441.56	3468.37	127337.33	30006.05	8785.1	2180.64	55378.07	182715.4
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8589738	0	0	250	250	0	0	18.21	18.21	268.21
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2303	Patient Care Assistant	8509999	42333.33	4502.9	3258.16	50094.39	8672.7	7810.46	3899.71	32980.49	83074.88
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2312	Licensed Vocational Nurse	8533149	35788	32234.36	2634.06	70656.42	7342.46	8785.12	5594.4	26372.26	97028.68
